0.01	164.965	-6.21798e-08
0.02	7.7317	-0.00193266
0.03	4.06071	-0.000281668
0.04	3.50935	-0.000117222
0.05	3.01151	-9.93155e-05
0.06	2.7116	-2.52785e-05
0.07	2.48865	-2.32188e-05
0.08	2.31821	-8.35048e-06
0.09	2.19147	0.00275107
0.1	2.07834	0.00213429
0.11	1.98297	0.00156547
0.12	1.90199	0.00120779
0.13	1.83201	0.000941402
0.14	1.77095	0.000751118
0.15	1.71711	0.000613663
0.16	1.66925	0.000512457
0.17	1.62641	0.000436796
0.18	1.58783	0.00037981
0.19	1.55288	0.000336694
0.2	1.52109	0.000304296
0.21	1.49205	0.000279647
0.22	1.46542	0.000260957
0.23	1.44091	0.000247026
0.24	1.41829	0.00023673
0.25	1.39736	0.000229287
0.26	1.37795	0.000224091
0.27	1.35989	0.00022069
0.28	1.34306	0.000218723
0.29	1.32736	0.000217902
0.3	1.31267	0.000218
0.31	1.29891	0.000218833
0.32	1.28599	0.00022025
0.33	1.27386	0.000222138
0.34	1.26245	0.000224433
0.35	1.2517	0.000226997
0.36	1.24156	0.000229821
0.37	1.23199	0.000232836
0.38	1.22294	0.000236008
0.39	1.21439	0.000239283
0.4	1.20628	0.000242635
0.41	1.19861	0.000246051
0.42	1.19132	0.000249498
0.43	1.18441	0.000252972
0.44	1.17784	0.000256489
0.45	1.1716	0.000259994
0.46	1.16566	0.000263471
0.47	1.16	0.000266979
0.48	1.15462	0.000270415
0.49	1.14948	0.000273877
0.5	1.14458	0.000277278
0.51	1.13991	0.000280628
0.52	1.13545	0.000283955
0.53	1.13118	0.000287254
0.54	1.12711	0.000290494
0.55	1.12321	0.000293689
0.56	1.11948	0.000296834
0.57	1.1159	0.000299947
0.58	1.11248	0.000303006
0.59	1.1092	0.000306019
0.6	1.10605	0.000308984
0.61	1.10303	0.000311908
0.62	1.10014	0.000314778
0.63	1.09735	0.000317603
0.64	1.09468	0.000320384
0.65	1.0921	0.000323118
0.66	1.08963	0.000325806
0.67	1.08725	0.000328447
0.68	1.08496	0.000331046
0.69	1.08275	0.000333601
0.7	1.08062	0.000336111
0.71	1.07856	0.000338579
0.72	1.07658	0.000341005
0.73	1.07467	0.000343389
0.74	1.07282	0.000345732
0.75	1.07104	0.00034802
0.76	1.06931	0.000350297
0.77	1.06764	0.00035252
0.78	1.06602	0.000354705
0.79	1.06446	0.000356827
0.8	1.06294	0.000358957
0.81	1.06147	0.000361027
0.82	1.06004	0.00036306
0.83	1.05865	0.000365056
0.84	1.05731	0.000366963
0.85	1.056	0.00036894
0.86	1.05473	0.000370829
0.87	1.05349	0.000372683
0.88	1.05228	0.000374503
0.89	1.05111	0.000376289
0.9	1.04997	0.000378042
0.91	1.04885	0.000379761
0.92	1.04776	0.000381449
0.93	1.0467	0.000383104
0.94	1.04566	0.000384728
0.95	1.04464	0.00038632
0.96	1.04365	0.000387882
0.97	1.04268	0.000389414
0.98	1.04173	0.000390915
0.99	1.04079	0.000392374
1	1.03988	0.00039383
1.01	1.03898	0.000395244
1.02	1.0381	0.000396629
1.03	1.03724	0.000397986
1.04	1.03639	0.000399314
1.05	1.03555	0.000400616
1.06	1.03473	0.000401889
1.07	1.03392	0.000403136
1.08	1.03313	0.000404344
1.09	1.03234	0.00040555
1.1	1.03157	0.000406668
1.11	1.03081	0.000407888
1.12	1.03006	0.000408982
1.13	1.02932	0.000410058
1.14	1.02858	0.000411126
1.15	1.02786	0.000412165
1.16	1.02714	0.000413179
1.17	1.02644	0.000414169
1.18	1.02574	0.000415134
1.19	1.02504	0.000416075
1.2	1.02436	0.000416992
1.21	1.02368	0.000417885
1.22	1.02301	0.000418754
1.23	1.02234	0.0004196
1.24	1.02168	0.000420423
1.25	1.02103	0.000421211
1.26	1.02038	0.000421998
1.27	1.01973	0.000422752
1.28	1.01909	0.000423483
1.29	1.01845	0.000424191
1.3	1.01782	0.000424878
1.31	1.0172	0.000425541
1.32	1.01657	0.000426183
1.33	1.01595	0.000426803
1.34	1.01534	0.000427401
1.35	1.01473	0.000427978
1.36	1.01412	0.000428533
1.37	1.01351	0.000429066
1.38	1.01291	0.000429578
1.39	1.01231	0.000430069
1.4	1.01171	0.000430539
1.41	1.01112	0.000430988
1.42	1.01052	0.000431416
1.43	1.00993	0.000431823
1.44	1.00935	0.00043221
1.45	1.00876	0.000432576
1.46	1.00818	0.000432922
1.47	1.0076	0.000433248
1.48	1.00702	0.000433553
1.49	1.00645	0.000433838
1.5	1.00587	0.000434094
1.51	1.0053	0.000434348
1.52	1.00473	0.000434573
1.53	1.00416	0.000434778
1.54	1.00359	0.000434964
1.55	1.00302	0.00043513
1.56	1.00246	0.000435277
1.57	1.0019	0.000435405
1.58	1.00134	0.000435512
1.59	1.00078	0.000435601
1.6	1.00022	0.000435671
