0.0004	1412.41	758.562
0.0008	2.71587	0.77983
0.0012	2.81521	0.800509
0.0016	2.72963	0.767264
0.002	2.65798	0.742687
0.0024	2.57814	0.719179
0.0028	2.49217	0.696424
0.0032	2.4024	0.673513
0.0036	2.31158	0.650371
0.004	2.22135	0.62604
0.0044	2.13245	0.602914
0.0048	2.04701	0.577634
0.0052	1.96431	0.553744
0.0056	1.88529	0.529753
0.006	1.80981	0.509022
0.0064	1.73795	0.48692
0.0068	1.66935	0.467351
0.0072	1.60395	0.450292
0.0076	1.54131	0.432734
0.008	1.48258	0.420053
0.0084	1.4259	0.406903
0.0088	1.37318	0.393925
0.0092	1.32352	0.384331
0.0096	1.27624	0.374667
0.01	1.23216	0.36639
0.0104	1.19027	0.358062
0.0108	1.15269	0.352182
0.0112	1.11613	0.346637
0.0116	1.08258	0.341471
0.012	1.05057	0.336215
0.0124	1.02144	0.33351
0.0128	0.994432	0.328846
0.0132	0.968232	0.326014
0.0136	0.944923	0.324687
0.014	0.922037	0.321437
0.0144	0.902706	0.321487
0.0148	0.882034	0.319761
0.0152	0.864606	0.317417
0.0156	0.847848	0.319193
0.016	0.832609	0.318768
0.0164	0.817307	0.32043
0.0168	0.803853	0.318722
0.0172	0.791043	0.322219
0.0176	0.778467	0.321792
0.018	0.767556	0.325114
0.0184	0.757748	0.323726
0.0188	0.747402	0.326948
0.0192	0.738739	0.327782
0.0196	0.729312	0.331562
0.02	0.723478	0.32893
0.0204	0.715786	0.334273
0.0208	0.708806	0.333216
0.0212	0.702242	0.336823
0.0216	0.69576	0.338606
0.022	0.693864	0.338973
0.0224	0.683974	0.34147
0.0228	0.682989	0.34609
0.0232	0.6769	0.346963
0.0236	0.672106	0.346298
0.024	0.670223	0.351227
0.0244	0.665032	0.351767
0.0248	0.661694	0.355049
0.0252	0.660102	0.357449
0.0256	0.654642	0.360955
0.026	0.655253	0.360933
0.0264	0.651578	0.362865
0.0268	0.648756	0.366721
0.0272	0.648289	0.36883
0.0276	0.644164	0.370579
0.028	0.64485	0.372655
0.0284	0.64195	0.376476
0.0288	0.639198	0.37847
0.0292	0.639947	0.379781
0.0296	0.639053	0.382998
0.03	0.636556	0.384543
0.0304	0.635423	0.387613
0.0308	0.634169	0.390786
0.0312	0.635049	0.392422
0.0316	0.634521	0.394
0.032	0.632196	0.397836
0.0324	0.631807	0.399497
0.0328	0.63055	0.403921
0.0332	0.631975	0.404072
0.0336	0.631291	0.406268
0.034	0.629362	0.411561
0.0344	0.630645	0.412636
0.0348	0.62967	0.414585
0.0352	0.629712	0.415935
0.0356	0.629289	0.421054
0.036	0.628905	0.422428
0.0364	0.629597	0.424511
0.0368	0.629142	0.426235
0.0372	0.626834	0.43163
0.0376	0.630135	0.430744
0.038	0.627805	0.436579
